entity,type
Chi cục An toàn vệ sinh thực phẩm,ORG
Chi cục Chăn nuôi và thú y Đồng Nai,ORG
Công an phường Trảng Dài,ORG
Công an tỉnh Đồng Nai,ORG
Nguyễn Trọng Thành,PER
PC05 Đồng Nai,ORG
Vũ Thị Bé,PER
Coffee Bean & Tea Leaf,ORG
Highlands Coffee,ORG
Hãng tin Reuters,ORG
Jollibee,ORG
REUTERS,ORG
Reuters,ORG
Tony Tan Caktion,PER
BID,ORG
BIDV,ORG
BÔNG MAI,PER
Bất động sản Phát Đạt,ORG
CNBC,ORG
CTG,ORG
Chứng khoán MB,ORG
Chứng khoán Vietcombank,ORG
DXG,PER
EVR,PER
EverLand,ORG
Fitch Ratings,ORG
GAS,ORG
H,ORG
HNG,ORG
HPG,ORG
HPX,PER
HQC,PER
Hoàng Anh Gia Lai,ORG
Hòa Phát,ORG
Joe Monaghan,PER
MBB,ORG
MBBank,ORG
MBS,ORG
NVL,ORG
Novaland,ORG
Nông nghiệp quốc tế Hoàng Anh Gia Lai,ORG
PDR,ORG
PetroVietnam Gas,ORG
TCB,ORG
Techcombank,ORG
Trần Minh Hoàng Mai,PER
UpCOM,ORG
VCB,ORG
VCBS,ORG
VCF,ORG
VHC,PER
VHM,PER
VPB,ORG
VPBank,ORG
VRE,PER
Vietcombank,ORG
Vietinbank,ORG
Vin,PER
Vinacafé Biên Hòa,ORG
Vincom Retail,ORG
Vingroup,ORG
Vinhomes,ORG
Vĩnh Hoàn,ORG
Worldwide Logistics,ORG
Worldwide Logistics Group,ORG
tin,ORG
Đất Xanh,ORG
Đầu tư Hải Phát,ORG
Địa ốc Hoàng Quân,ORG
Chứng khoán,ORG
Chứng khoán VNDirect,ORG
Hoàng Việt Phương,PER
Huân,PER
Nguyễn Hữu Huân,PER
Ngân hàng Nhà nước,ORG
Ngân hàng Nhà nước Việt Nam,ORG
QUANG ĐỊNH,PER
SSI,ORG
Trung tâm Phân tích và Tư vấn đầu tư,ORG
Trường đại học Kinh tế TP. HCM,ORG
Bộ Công Thương,ORG
Bộ Y tế,ORG
Lê Minh Khái,PER
Ngân hàng Nhà nước,ORG
Phạm Minh Chính,PER
BID,ORG
BIDV,ORG
BÔNG MAI,PER
Bất động sản Phát ĐạtHnho,ORG
CTG,ORG
Chứng khoán,ORG
Chứng khoán Yuanta,ORG
Cục Dự trữ Liên bang Hoa Kỳ,ORG
DGC,ORG
FED,ORG
HAG,ORG
HDB,ORG
HDBank,ORG
Hoàng Anh Gia LaiNG,ORG
Hóa chất Đức Giang,ORG
Jones,ORG
LietVietpostBank,ORG
Novaland,ORG
Nông nghiệp quốc tế Hoàng Anh Gia Lai,ORG
PDR,ORG
SSI,ORG
Tuấn Vũ,PER
VCB,ORG
VI,ORG
Vietcombank,ORG
Vietinbank,ORG
Vingroup,ORG
Bộ Tài chínhc Thuế,ORG
Phi Vân Tuấn,PER
TTXVN,ORG
Thuế,ORG
Tuấn,PER
Tổng cục Thuế,ORG
Bộ Kế hoạch và Đầu tư,ORG
Choo Kyung Ho,PER
NGUYỄN XUÂN PHÚC,PER
Nguyễn Chí Dũng,PER
Nguyễn Xuân Phúc,PER
Phạm Bình Minh,PER
VIỄN SỰ,PER
Ban Kinh tế Trung ương,ORG
Ban Thường vụ,ORG
Bộ Chính trị,ORG
GIA HÂN,PER
Thành ủy TP. HCM,ORG
Trần Tuấn Anh,PER
Tuấn Anh,PER
Bộ Tài chính,ORG
NGỌC PHƯỢNG,PER
Ủy ban Thường vụ Quốc hội,ORG
Bộ Chính trị,ORG
Lê Minh Khái,PER
Nguyễn Phú Trọng,PER
Phạm Minh Chính,PER
Bộ Tài chính,ORG
Cho Hyun Joon,PER
Han Jong Hee,PER
Hyosung,ORG
KDB,ORG
Kang Seoghoon,PER
Nguyễn Xuân Phúc,PER
Ngân hàng KDB,ORG
Ngân hàng Phát triển Việt Nam,ORG
Samsung,ORG
Samsung Electronics,ORG
Tập đoàn Hyosung,ORG
VDB,ORG
VIỄN SỰ,PER
Bộ Kế hoạch và Đầu tư,ORG
Bộ Tài chính,ORG
Công ty TNHH kế toán và tư vấn thuế Trọng Tín,ORG
Công ty luật Minh Đăng Quang,ORG
Cấn Văn Lực,PER
Hiệp hội DN hàng không VN,ORG
Hiệp hội DN vừa và nhỏ Hà Nội,ORG
Hiệp hội Vận tải VN,ORG
"Hội đồng Tư vấn chính sách tài chính, tiền tệ quốc gia",ORG
Liên đoàn Thương mại và Công nghiệp VN,ORG
Lực,PER
Mạc Quốc Anh,PER
Nguyễn Văn Quyền,PER
Nguyễn Văn Được,PER
Phạm Việt Dũng,PER
QUANG ĐỊNH,PER
Quyền,PER
ThuDucHouse,PER
Trần Xoa,PER
Tuổi Trẻ,ORG
Vietnam Airlines,ORG
lý,ORG
Được,PER
Đậu Anh Tuấn,PER
HỮU HẠNH,PER
VŨ TIẾN LỘC Hơn,PER
Apple,ORG
Châu,PER
Foxconn,ORG
Giang,PER
Hon Hai Precision Industry,ORG
REUTERS,ORG
Trịnh Châu,PER
.,PER
APHIS,ORG
Bộ Nông nghiệp và Phát triển nông thôn,ORG
Cơ quan kiểm dịch động thực vật Hoa Kỳ,ORG
Cục Bảo vệ thực vật,ORG
Cục Bảo vệ thực vật và APHIS,ORG
H,PER
Hưng,PER
N,PER
Nam,ORG
Thương vụ Việt Nam,ORG
Tuổi Trẻ Online,ORG
Đỗ Ngọc Hưng,PER
NGỌC PHƯỢNG,PER
Ngân hàng Nhà nước,ORG
Ngân hàng Vietcombank,ORG
BÁ SƠN,PER
Bộ NN & PTNT,ORG
Bộ Nông nghiệp và Phát triển nông thôn,ORG
Bộ Tài chính,ORG
Hiệp hội Gỗ và Lâm sản Việt Nam,ORG
Tổng cục Thuế,ORG
Viforest,ORG
NGỌC PHƯỢNG,PER
Ngân hàng Nhà nước,ORG
Ngân hàng Nhà nước Việt Nam,ORG
Ngân hàng Nhà nướcân hàng Nhà nước,ORG
Ban chấp hành T. Ư,ORG
UBND TP. HCM,ORG
MSB,ORG
CME,ORG
Công cụ FedWatch,ORG
Công ty vàng bạc đá quý Sài Gòn - SJC,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Eximbank,ORG
Fed,ORG
Ngân hàng Saxo,ORG
Ole Hansen,PER
SJC,ORG
Saxo,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Eximbank,ORG
FOM,ORG
Fed,ORG
Na Parkrzbank,ORG
Ngân hàng Nhà nước,ORG
Vietcombank,ORG
Ủy ban Thị trường Mở Liên bang,ORG
Công ty Chăn nuôi C. P Việt Nam,ORG
Bộ Công thương,ORG
EU,ORG
Liên minh châu Âu,ORG
OPEC,ORG
Asia,ORG
Biti ’,ORG
Bảo hiểm,ORG
Coca - Cola,ORG
Dunlopillo,ORG
F,PER
FWD,ORG
FWD Music Tour,ORG
Globes Marketing Agencies Association,ORG
Google,ORG
Interactive,ORG
Kotler,ORG
PNJ,ORG
Sabeco,ORG
Suntory - Pepsico,ORG
TH Group,ORG
s,ORG
) Inc.,ORG
. P. Morgan Securities LLC,ORG
2nd,ORG
9,ORG
Autonomy,ORG
BNP Paribas Securities Corp.,ORG
Broadridge Financial Solutions,ORG
Citigroup,ORG
Citigroup Global Markets Inc.,ORG
Credit Suisse Securities,ORG
Công ty TNHH sản xuất và kinh doanh VinFast,ORG
HSBC Securities,ORG
J,ORG
LLC,ORG
Liên minh Nomura,ORG
Marc Knapper,PER
Market,ORG
Morgan Stanley & Co. LLC,ORG
RBC Capital Markets,ORG
Robert W. Baird & Co. Incorporated,ORG
SEC,ORG
Tập đoàn Vingroup,ORG
VFS,PER
VinFast,ORG
VinFast Trading & Investment Pte. Ltd,ORG
VinFast Trading & Investment Pte. Ltd.,ORG
VinFast VF,ORG
Vingroup,ORG
bạc,ORG
Đối tác Toàn diện Việt Nam,ORG
Ủy ban Giao dịch Chứng khoán Mỹ,ORG
Công ty Du lịch Việt,ORG
Hiệp hội Bất động sản TP. HCM,ORG
HoREA,ORG
Lê Hoàng Châu,PER
Ngân hàng Nhà nước,ORG
Phương Anh,PER
Phạm Phương Anh,PER
Bùi Trinh,PER
Bộ Tài chính,ORG
Doanh,PER
Lê Đăng Doanh,PER
Ngô Trí Long,PER
Viện Quản lý kinh tế T. Ư,ORG
Ủy ban Thường vụ Quốc hội,ORG
Anh,PER
Bộ môn Tài chính,ORG
Cục Dự trữ liên bang Mỹ,ORG
Fed,ORG
Hội Cao su - Nhựa TP. HCM,ORG
Ng,ORG
Nguyễn Hữu Huân,PER
Nguyễn Quốc Anh,PER
Nguyễn Trí Hiếu,PER
Trường ĐH Kinh tế - Luật TP. HCM,ORG
Trường ĐH Kinh tế TP. HCM,ORG
Trần Hùng Sơn,PER
hàng Nhà nước,ORG
Ban Quản lý giao thông thành phố,ORG
Công ty Quang Trung,ORG
Nguyễn Tăng Cường,PER
Quang Trung,ORG
Sở Xây dựng TP. HCM,ORG
Xây,ORG
Highlands,ORG
Highlands Coffee,ORG
Highlands Coffee Nguyễn Cơ Thạch,ORG
Huy,PER
Quỳnh,PER
T,ORG
Bộ TT - TT,ORG
Cục Công nghiệp công nghệ thông tin và truyền thông,ORG
FPT,ORG
Make,ORG
Nghĩa,PER
Nguyễn Thiện Nghĩa,PER
VNPT,ORG
Vietnam,ORG
Viettel,ORG
Tổng cục Thuế,ORG
cục Thuế,ORG
Co - working space,ORG
Meyland -,ORG
Minh Đạta,ORG
Pha Lê,ORG
Shophouse Pha Lê,ORG
Trung tâm Innovation Hub,ORG
Tân Á Đại Thành,ORG
Tập đoàn Dịch vụ bất động sản DKRA,ORG
trung tâm R & D,ORG
tổ hợp hành chính công phường An Thới,ORG
Đạt,PER
đầu tư,ORG
Bamboo Airways,ORG
Nguyên Khải,PER
Phú Vinh,PER
Sacombank,ORG
Sacombank Bamboo Airways,ORG
Thúy Vy,PER
Haravan,ORG
KBank,ORG
KBank Biz Loan,ORG
KiotV,ORG
PLUS Vietnam,ORG
Sendo,ORG
iPOSn,ORG
MSB,ORG
STP,ORG
Công ty CP Công nghệ Viễn thông Sài Gòn - Saigontel,ORG
Công ty CP Tập đoàn MIKGROUP Việt Nam,ORG
Nguyễn Xuân Phúc,PER
Saigontel,ORG
Tập đoàn MIKGROUP Việt Nam,ORG
Tập đoàn STS,ORG
UBND tỉnh Long An,ORG
Việt Nam,ORG
thống,ORG
Đại Hàn Dân Quốc,ORG
đầu,ORG
CTG,ORG
DG,PER
EIB,ORG
HP,PER
HS,PER
LPB,PER
NK,PER
NVL,PER
Ngân hàng Nhà nước,ORG
PD,PER
TCB,ORG
TPB,ORG
VBB,ORG
VC,PER
VRE,PER
ngân hàng Liên Việt,ORG
FATF,ORG
Lực lượng đặc nhiệm tài chính về chống rửa tiền,ORG
NHNN,ORG
!,PER
A,PER
Agile,PER
BlueC,ORG
Khối Truyền thông và Marketing,ORG
Lê Quang Vũ,PER
Now,PER
TNG Holdings,ORG
TNG Holdings Vietnam,ORG
Trần Tuấn Việt,PER
Tạp chí HR Châu Á,ORG
VNABC,ORG
Việt,ORG
dựng,ORG
.,PER
H,PER
Linh Đàm,PER
Minh Thùy,PER
N,PER
Nguyễn Quốc Đạt,PER
Thu Trang,PER
Trang,PER
tổ hợp căn hộ Hanoi Melody Residences,ORG
Đạt,PER
Blue Line Futures,ORG
Công ty vàng bạc đá quý Sài Gòn - SJC,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Cục Thống kê Lao động Mỹ,ORG
Dow Jones,ORG
Eximbank,ORG
Fed,ORG
ISM,ORG
Phillip Streible,PER
SJC,ORG
Viện Quản lý Nguồn cung,ORG
ngân,ORG
Cục Dự trữ Liên bang Mỹ,ORG
D,ORG
Dow Jones,ORG
Eximbank,ORG
Fed,ORG
Feddaq Composite,ORG
Ngân hàng Nhà nước,ORG
Ngân hàng Vietcombank,ORG
ngân,ORG
Công ty Chăn nuôi C. P Việt Nam,ORG
Bộ Lao động Mỹ,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Fed,ORG
Phil Flynn,PER
Price Futures Group,ORG
Reuters,ORG
Bộ Tài chính,ORG
Ủy ban Thường vụ Quốc hội,ORG
Florida Atlantic University,ORG
Fusion,ORG
Greg Norman,PER
Ixora Ho Tram by Fusion,ORG
LemongrassQ,ORG
tại,ORG
Akari,ORG
Akari City,ORG
Hankyu Hanshin Properties,ORG
Nam Long,ORG
Nishi Nippon Railroad,ORG
Trường Thi,PER
Huỳnh Thanh Điền,PER
Hyundai,ORG
Phùng Đức Tùng,PER
Samsung,ORG
Thaco,ORG
Thành,PER
Trường Hải,ORG
VinFast,ORG
Vingroup,ORG
Viện Nghiên cứu chiến lược thương hiệu và cạnh tranh,ORG
Viện Nghiên cứu phát triển Mekong,ORG
Võ Trí Thành,PER
Điền,PER
Đại học Kinh tế TP. HCM,ORG
Bộ Tài chính,ORG
Công ty May Sài Gòn 3,ORG
Hiệp hội Chế biến và xuất khẩu thủy sản VN,ORG
Ngô Trí Long,PER
Phạm Xuân Hồng,PER
Trương Đình Hòe,PER
VASEP,ORG
Viện Nghiên cứu thị trường giá cả,ORG
NHNN,ORG
VCB Digibank,ORG
Vietcombank,ORG
Bùi Quang Nghiêm,PER
Bộ môn Tài chính,ORG
Nguyễn Hữu Huân,PER
UBND TP. HCM,ORG
trường,ORG
ĐH Kinh tế TP. HCM,ORG
Đoàn Luật sư TP. HCM,ORG
Architectural Wall,ORG
BlueScope,ORG
Bảo tàng Hàng hải Quốc gia Úc,ORG
Công ty CP Greenpan,ORG
Công ty CP tư vấn thiết kế xây dựng Sagen,ORG
Công ty Cách âm cách nhiệt Phương Nam,ORG
FCI,ORG
Giáp Văn Thanh,PER
Long,PER
NS BlueScope Việt Nam,ORG
Thanh,PER
Trường đại học Malaya,ORG
Viện Nghiên cứu Ăn mòn Pháp,ORG
Viện thể thao Tây Úc,ORG
tôn COLORBOND® for Panel | Architectural Wall,ORG
Đào Ngọc Long,PER
Đặng Hà Xanh,PER
Công ty Điện lực Sài Gòn,ORG
HĐQ,ORG
Lê Hoài Phong,PER
Lê Ngọc Tâm,PER
Nam Đô Group,ORG
Phong,PER
Tổng công ty Điện lực TP. HCM,ORG
UBND TP. HCM,ORG
UBND quận 1,ORG
Google,ORG
Google Cloud,ORG
Google Hotel Search,ORG
Google Travel,ORG
Lê Thị Thu Thủy,PER
Phạm Nhật Vượng,PER
Ruma Balasubramanian,PER
SAP,ORG
VinFast,ORG
VinHMS,ORG
Vingroup,ORG
Vinhomes,ORG
Vinmec,ORG
Vinpearl,ORG
Vinschool,ORG
Buddy,PER
Câu lạc bộ Prime Club,ORG
Công ty Chứng khoán KB Hàn Quốc,ORG
Jeon Mun Cheol,PER
KB,ORG
KB Buddy,ORG
KB Financial Group,ORG
KBSV,ORG
Prime Club,ORG
Angkormilk,ORG
Driftwood,ORG
Global G. A. P,ORG
Lao - Jagro Development,ORG
Lê Thành Liêm,PER
Nhà máy sữa Hưng Yên,ORG
Nhà máy sữa Việt Nam,ORG
Nhà máy sữa bột Việt Nam,ORG
Organic châu Âu,ORG
Thiên đường sữa Mộc Châu,ORG
Tổ hợp Trang trại bò sữa Lao - Jagro,ORG
Vinamilk,ORG
công ty liên doanh Del Monte,ORG
máy,ORG
Eximbank,ORG
Ngân hàng Nhà nước,ORG
Hiệp hội Phát triển văn hóa doanh nghiệp Việt Nam,ORG
MB,ORG
Ngân hàng MB,ORG
VNABC,ORG
Việt Nam,ORG
Gallery,ORG
Gibran Bukhari,PER
Khối Kinh doanh,ORG
Lifestye Hub,ORG
Lifestyle Hub,ORG
Masterise Homes,ORG
My Life Coffee,ORG
Mylife Group,ORG
Nguyễn Thị Hạnh Trangài chính,ORG
Omakase,ORG
Pasteur Street Brewing,ORG
Pizza 4P ’ s,ORG
Sales Gallery,ORG
Shamoji,ORG
The Global City,ORG
Trung tâm mới - The Global City,ORG
Tập đoàn,ORG
Yen Sushi & Sake Pub,ORG
Yen Sushi Premium,ORG
Bộ GTVT,ORG
Cảng HKQT Tân Sơn Nhất,ORG
Cảng vụ Hàng không Miền Nam,ORG
Cục Hàng không Việt Nam,ORG
Ban Quản lý đường sắt đô thị Hà Nội,ORG
GTVT,ORG
Đại,ORG
ASEAN,ORG
Hiệp hội lương thực Việt Nam,ORG
VFA,ORG
AH,ORG
AHA Cafe,ORG
Bùi Hoàng Linh,PER
Canifa,ORG
FPT Shop,ORG
Guardian,ORG
Lazada,ORG
Linh,PER
Media Mart,ORG
Money,PER
Nguyễn Quốc Tiến,PER
Phúc Long,ORG
Sendo,ORG
Tiki,ORG
TocoToco,ORG
Viettel,ORG
Viettel Money,ORG
Viettel Store,ORG
PLX,ORG
Petrolimex,ORG
Tập đoàn Xăng dầu Việt Nam,ORG
nhà,ORG
EVN,ORG
EVNNPC,ORG
Lê Quang Thái,PER
Thanh niên,ORG
Thái,PER
Tập đoàn Điện lực Việt Nam,ORG
Điện lực Việt Nam,ORG
ACB,ORG
Agribank,ORG
HDBank,ORG
Ngân hàng Nông nghiệp và Phát triển nông thôn,ORG
Ngân hàng TMCP Ngoại thương Việt Nam,ORG
Ngân hàng TMCP Phát triển TP. HCM,ORG
Ngân hàng TMCP Á Châu,ORG
Vietcombank,ORG
Ecopark,ORG
đại học Vinh,ORG
ACB,ORG
Fitch Ratings,ORG
Moody ’ s,ORG
Công ty vàng bạc đá quý Sài Gòn - SJC,ORG
Cục Dự trữ liên bang Mỹ,ORG
Eximbank,ORG
Fed,ORG
ISM,ORG
Ngân hàng Canada,ORG
Ngân hàng Dự trữ Úc,ORG
Viện quản lý nguồn cung,ORG
Đại học Michigan,ORG
Bộ Tài chính Mỹ,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Eximbank,ORG
Fed,ORG
Lawrence Summers,PER
Ngân hàng Nhà nước,ORG
Ngân hàng Vietcombank,ORG
Summers,PER
Wells Fargo,ORG
Đại học Harvard,ORG
công ty Chăn nuôi C. P Việt Nam,ORG
cục Thống kê,ORG
+,ORG
EU,ORG
OPEC,ORG
OPEC +,ORG
nhóm G7,ORG
Bộ Xây dựng,ORG
Công ty INSEE Việt Nam,ORG
Dương Thảo Hiền,PER
Eamon John Giley,PER
Nhà máy xi măng Thị Vải,ORG
Sở Xây dựng tỉnh Bà Rịa - Vũng Tàu,ORG
Vụ Vật liệu xây dựng,ORG
Bộ Xây dựng,ORG
Moonlight,ORG
Moonlight 1,ORG
Ngân hàng Nhà nước,ORG
Savills Việt Nam,ORG
Tập đoàn An Lạc,ORG
Tổ hợp,ORG
Ban Chấp hành Hội hữu nghị Việt - Pháp TP,ORG
Chủ,PER
Câu lạc bộ Nghiên cứu đô thị Hải Phòng,ORG
Câu lạc bộ nghiên cứu đô thị Hải Phòng,ORG
Hà,PER
Hồ Chí Minh,PER
Hội Vô tuyến điện tử và tin học Hải Phòng,ORG
Hội khoa học lịch sử Hải Phòng,ORG
Liên hiệp các hội Khoa học kỹ thuật Hải Phòng,ORG
Liên hiệp các hội Khoa học kỹ thuật TP. Hải Phòng,ORG
Lâm,PER
Lã Trọng Long,PER
Lê Chân,PER
Nguyễn Lạc,PER
Nguyễn Sơn Hà,PER
Nguyễn Sơn Lâm,PER
Nguyễn Sơn Trúc,PER
Ngô Đăng Lợi,PER
Nhà máy sơn Resistanco,ORG
Phan Giang Sơn,PER
Phạm Hữu Thư,PER
Phạm Tuệ,PER
Quỹ đổi mới sáng tạo Nguyễn Sơn,ORG
Thanh Niên,ORG
Thư,PER
Tuệ,PER
Việt,ORG
dân chủ cộng hòa,ORG
Đặng Văn Hưng,PER
Bộ GTVT,ORG
Sở GTVT tỉnh Hà Tĩnh,ORG
UBND tỉnh Hà Tĩnh,ORG
Hiệp hội Môi giới bất động sản VN,ORG
Hoàng,PER
Nguyễn Hoàng,PER
Thắng,PER
Trần Minh Hoàng,PER
Tập đoàn DKRA,ORG
Võ Hồng Thắng,PER
ASEAN,ORG
Anh,PER
Bộ Chính trị,ORG
Hyundai,ORG
Hội nhựa - cao su TP. HCM,ORG
LG,ORG
Lê Đăng Doanh,PER
Nguyễn Quốc Anh,PER
Park Chung - hee,PER
Posco,ORG
Samsung,ORG
Thiên,PER
Trần Đình Thiên,PER
Tập đoàn Samsung,ORG
Viện Kinh tế VN,ORG
ương,ORG
Bộ Tài chính,ORG
Công ty chứng khoán Đông Á,ORG
Công ty luật Minh Đăng Quang,ORG
Huỳnh Anh Tuấn,PER
Nguyễn Thái,PER
Nguyễn Vân,PER
Thái,PER
Trần Xoa,PER
Tuấn,PER
Vân,PER
Ban quản lý dự án Thăng Long,ORG
Bộ GTVT,ORG
Dương Viết Roãn,PER
Lê Đình Thọ,PER
Nguyễn Danh Huy,PER
Nguyễn Văn Thắng,PER
BigV,ORG
Christina Gaw,PER
Công ty CP Công nghệ BigV,ORG
Công ty CP VNG,ORG
EMPIRE CITY LLC,ORG
Edphawin Jetjirawat,PER
GAW NP CAPITAL,ORG
Gaw Capital Partners,ORG
Nguyễn Lê Quốc Anh,PER
Techcombank,ORG
VNG,ORG
Võ Sỹ Nhân,PER
công ty VNG,ORG
Ủy ban Chứng khoán Nhà nước,ORG
Ban Quản lý dự án Đầu tư xây dựng khu vực TP. Thủ Đức,ORG
Sở GTVT,ORG
Sở GTVT TP. HCM,ORG
UBND TP. Thủ Đức,ORG
Bộ Quốc phòng,ORG
Cục Hàng không Việt Nam,ORG
ICAO,ORG
Quân chủng Phòng không - Không quân,ORG
Trung đoàn 921,ORG
UBND tỉnh Yên Bái,ORG
tổ chức hàng không dân dụng quốc tế,ORG
Công Ty CP Hữu Cơ Việt,ORG
Công ty CP Nông Trại Hữu Cơ Việt,ORG
Mong Heng Group,ORG
Trần Anh Tuấn,PER
Tập đoàn Mong Heng Group,ORG
Chi cục Hải quan cảng Sài Gòn khu vực 1,ORG
Chi cục Hải quan cửa khẩu cảng Sài Gòn khu vực 1,ORG
Cục Hải quan TP. HCM,ORG
Tổng cục Hải quan,ORG
0,ORG
Becamex IDC,ORG
Cục PTTT,ORG
Cục Phát triển thị trường,ORG
Liên minh chuyển đổi công nghiệp 4. 0,ORG
Minh,PER
Singapore Polytechnic,ORG
Trung tâm Hỗ trợ doanh nghiệp,ORG
Trung tâm sản xuất Tiên tiến và,ORG
Trung tâm đổi mới sáng tạo 4.,ORG
Trường ĐH Thủ Dầu Một,ORG
Trường đại học Quốc tế Miền Đông,ORG
Tổng công ty Becamex IDC,ORG
UBND tỉnh Bình Dương,ORG
UNESCO,ORG
VS,ORG
Võ Văn Minh,PER
nghiệm kỹ thuật,ORG
Đại học quốc gia Singapore,ORG
Đại học quốc tế Miền Đông,ORG
Bộ Công thương,ORG
Bộ Tài chính,ORG
Tài Chính,ORG
liên Bộ Công thương,ORG
này,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Eximbank,ORG
Fed,ORG
Jerome Powell,PER
Ngân hàng Nhà nước,ORG
Ngân hàng Vietcombank,ORG
Công ty Vàng bạc Đá quý Sài GònCC,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Dow Jones,ORG
Fed,ORG
Kitco News,ORG
Main Street,ORG
Powell,PER
Bộ TN - MT,ORG
Châu,PER
Hiệp hội BĐS TP. HCM,ORG
HoREA,ORG
Học viện Tài chính,ORG
Lê Hoàng Châu,PER
Thịnh,PER
Võ,PER
Đinh Trọng Thịnh,PER
Đặng Hùng Võ,PER
Bùi Tuấn Mạnh,PER
Mạnh,PER
Trung tâm Dịch vụ đấu giá tài sản TP. Hải Phòng,ORG
Trung tâm Phát triển quỹ đất TP. Hải Phòng,ORG
UBND H. Cát Hải,ORG
UBND TP. Hải Phòng,ORG
Công an TP. HCM,ORG
Nguyễn Hoàng Ân,PER
Sở Tài nguyên - Môi trường TP. HCM,ORG
Sở Xây dựng TP. HCM,ORG
Trần Hoàng Quân,PER
- Lạc,ORG
.,PER
. Q.,PER
A,PER
Chi cục Thuế khu vực,ORG
Chi cục Thuế khu vực Đà,ORG
Chi nhánh Văn phòng đăng ký đất đai TP. Đà Lạt,ORG
Công an TP. Đà Lạt,ORG
K,PER
L,PER
N,PER
P,PER
Phạm Quốc Anh,PER
T,PER
UBND TP. Đà Lạt,ORG
UBND xã Xuân Thọ,ORG
cục Thuế,ORG
cục thuế khu vực Đà,ORG
Đ,PER
Công ty CP Phát triển Bất động sản Phát Đạt,ORG
Công ty CP Địa ốc Hòa Bình,ORG
Nguyễn Văn Đạt,PER
PDR,ORG
Phát Đạt,ORG
Đạt,PER
Địa ốc Hòa Bình,ORG
Becamex,ORG
Bock71 Saigon,ORG
Bảy Vĩnh,PER
City,PER
Công ty CP Công nghệ - Truyền thông VN,ORG
Công ty CP Sáng Ban Mai,ORG
Công ty TNHH Công nghiệp Nghệ Năng,ORG
Hoa Dược Thảo,ORG
Trường ĐH Quốc tế Miền Đông,ORG
Trường ĐH Thủ Dầu Một,ORG
Tập đoàn Becamex IDC,ORG
UBND tỉnh Bình Dương,ORG
VNT,PER
công ty TNHH Minh Long 1,ORG
nghệ,ORG
ĐH Thủ Dầu Một,ORG
Hội Nông dân xã Phú Tân,ORG
Khai,PER
Loan,PER
Lượm,PER
Nguyễn Thị Loan,PER
Nguyễn Văn Khai,PER
AFD,ORG
BIDV,ORG
BIDVanh,ORG
Bộ Tài nguyên và môi trường,ORG
Cơ quan Phát triển Pháp,ORG
Cục Dự trữ,ORG
Eximbank,ORG
Vietcombank,ORG
Craig Erlam,PER
EU,ORG
OPEC,ORG
Reuters,ORG
Tổ chức các nước xuất khẩu dầu mỏ,ORG
Công ty vàng bạc đá quý Sài Gòn,ORG
Cục Dự trữ Liên bang Mỹ,ORG
Dow Jones,ORG
Fed,ORG
SJC,ORG
SJCC,ORG
Công ty Chăn nuôi C. P Việt Nam,ORG
Công nghệ VinFuture,ORG
Hội đồng Giải thưởng VinFuture,ORG
Phạm Nhật Vượng,PER
Phạm Thu Hương,PER
Quỹ VinFuture,ORG
Richard Henry Friend,PER
Sir,PER
Tập đoàn Vingroup,ORG
Vi,ORG
VinFuture,ORG
.,ORG
. op Food,ORG
Bùi Thanh Tùng,PER
Co,ORG
Công ty CP dầu thực vật Tường An,ORG
Công ty Liên kết thương mại Toàn Cầu,ORG
Công ty thực phẩm Ba Huân,ORG
Công ty thực phẩm Vĩnh Thành Đạt,ORG
Food,ORG
Kim Em,PER
Lotte,ORG
Lành,ORG
MM Mega Market,ORG
Nguyễn Lê Hồng Xuân,PER
Nguyễn Ngọc Luận,PER
Phạm Thị Kim Em,PER
Satramart …,ORG
Trương Chí Thiện,PER
op Food,ORG
ACG,ORG
Asean Cargo Gateway,ORG
Ashwin Bhat,PER
Bee Logistics,ORG
Bộ GTVT,ORG
Chính phủ,ORG
Công ty CP IPP Air Cargo,ORG
Cục Hàng không VN,ORG
Hiệp,PER
Hiệp hội DN dịch vụ logistics VN,ORG
IPP Air Cargo,ORG
Johnathan Hạnh Nguyễn,PER
Lufthansa,ORG
Lufthansa Cargo,ORG
Lê Anh Tuấn,PER
Lê Duy Hiệp,PER
Tổng công ty Hàng hải VN,ORG
VLA,ORG
Vietravel AirlinesAir,ORG
Bộ Tài chính,ORG
Công ty luật ANVI,ORG
Liên đoàn Thương mại và Công nghiệp VN,ORG
Nguyễn Văn Thuận,PER
Trương Thanh Đức,PER
Trường ĐH Tài chính - Marketing,ORG
VCCI,ORG
HTX hoa mai vàng Bình LợiX,ORG
Hoa,PER
Huỳnh Lê Khánh Triều,PER
Lê Hữu Thiện,PER
Lê Văn Quyền,PER
Lưu Cẩm Hùng,PER
Nguyễn Trần Hoàn Như,PER
Sáu Hải,PER
Thảo Trinh,PER
vàng Bình Lợi,ORG
Đa Phước,ORG
Bản Việt,ORG
NH TMCP Bản Việt,ORG
